order_id,customer_id,product_id,order_date,quantity,unit_price,payment_method,order_status
ORD-00613,CUST-00178,PROD-0013,2025-05-26,1,18.50,PayPal,Delivered
ORD-00614,CUST-00240,PROD-0029,2025-05-27,3,13.49,Credit Card,Delivered
ORD-00615,CUST-00451,PROD-0035,2025-05-27,2,18.99,Credit Card,Delivered
ORD-00616,CUST-00190,PROD-0032,2025-05-27,4,14.99,PayPal,Delivered
ORD-00617,CUST-00115,PROD-0019,2025-05-27,2,24.00,Debit Card,Delivered
ORD-00618,CUST-00262,PROD-0041,2025-05-28,5,12.99,PayPal,Delivered
ORD-00619,CUST-00013,PROD-0013,2025-05-28,4,18.50,Credit Card,Delivered
ORD-00620,CUST-00209,PROD-0026,2025-05-28,1,74.99,PayPal,Delivered
ORD-00621,CUST-00092,PROD-0048,2025-05-29,3,9.49,Debit Card,Cancelled
ORD-00622,CUST-00122,PROD-0023,2025-05-29,1,19.50,Cheque,Delivered
ORD-00623,CUST-00481,PROD-0018,2025-05-29,3,79.99,PayPal,Delivered
ORD-00624,CUST-00451,PROD-0006,2025-05-29,1,14.99,Debit Card,Delivered
ORD-00625,CUST-00193,PROD-0048,2025-05-29,1,9.49,Debit Card,Delivered
ORD-00626,CUST-00007,PROD-0001,2025-05-30,1,59.99,Credit Card,Refunded
ORD-00627,CUST-00296,PROD-0013,2025-05-30,1,18.50,Debit Card,Returned
ORD-00628,CUST-00051,PROD-0046,2025-05-30,3,17.99,Bitcoin,Delivered
ORD-00629,CUST-00109,PROD-0036,2025-05-30,1,11.50,Credit Card,Cancelled
ORD-00630,CUST-00149,PROD-0035,2025-05-31,1,18.99,Debit Card,Delivered
ORD-00631,CUST-00272,PROD-0013,2025-05-31,1,18.50,Debit Card,Delivered
ORD-00632,CUST-00302,PROD-0048,2025-05-31,1,9.49, Debit Card,Delivered
ORD-00633,CUST-00287,PROD-0046,2025-06-01,2,17.99,Debit Card,Delivered
ORD-00634,CUST-00984,PROD-0047,2025-06-01,1,23.99,PayPal,Delivered
ORD-00635,CUST-00070,PROD-0002,2025-06-01,2,24.99,Credit Card,Delivered
ORD-00636,CUST-00416,PROD-0046,2025-06-01,1,17.99,Klarna,Delivered
ORD-00637,CUST-00234,PROD-0040,2025-06-01,1,27.50,PayPal,Refunded
ORD-00638,CUST-00350,PROD-0030,2025-06-01,1,27.99,Credit Card,Delivered
ORD-00639,CUST-00130,PROD-0026,2025-06-01,3,74.99,Debit Card,Delivered
ORD-00640,CUST-00409,PROD-0024,2025-06-02,1,19.99,PayPal,Delivered
ORD-00641,CUST-00412,PROD-0036,2025-06-02,1,11.50,Credit Card,Delivered
ORD-00642,CUST-00155,PROD-0012,2025-06-02,3,15.99,PayPal,Delivered
ORD-00643,CUST-00105,PROD-0046,2025-06-02,1,17.99,PayPal,Cancelled
ORD-00644,CUST-00115,PROD-0005,2025-06-02,1,129.00,PayPal,Delivered
ORD-00645,CUST-00186,PROD-0029,2025-06-03,3,13.49,Debit Card,Cancelled
ORD-00646,CUST-00157,PROD-0023,2025-06-03,1,19.50,PayPal,Delivered
ORD-00647,CUST-00127,PROD-0007,2025-06-03,4,89.99,Credit Card,Delivered
ORD-00648,CUST-00354,PROD-0046,2025-06-04,1,17.99,Credit Card,Cancelled
ORD-01359,CUST-00426,PROD-0026,2025-10-16,1,74.99,Debit Card,Refunded
ORD-00649,CUST-00481,PROD-0029,2025-06-04,1,13.49,Debit Card,Delivered
ORD-00650,CUST-00194,PROD-0017,2025-06-04,1,55.00,Credit Card,Delivered
ORD-00651,CUST-00404,PROD-0023,2025-06-04,1,19.50,Debit Card,Cancelled
ORD-00652,CUST-00444,PROD-0038,2025-06-05,3,34.99,Debit Card,Delivered
ORD-00653,CUST-00048,PROD-0043,2025-06-05,2,34.99,Debit Card,Delivered
ORD-00654,CUST-00121,PROD-0048,2025-06-05,1,9.49,Debit Card,Delivered
ORD-00492,CUST-00380,PROD-0048,2025-05-01,1,9.49,Credit Card,Delivered 
ORD-00655,CUST-00402,PROD-0003,2025-06-05,1,39.99,Debit Card,Delivered
ORD-00656,CUST-00209,PROD-0025,2025-06-05,3,17.99,Credit Card,Delivered
ORD-00657,CUST-00493,PROD-0046,2025-06-05,4,17.99,Apple Pay,Delivered
ORD-00658,CUST-00440,PROD-0049,2025-06-06,2,29.99,Credit Card,Delivered
ORD-00659,CUST-00355,PROD-0041,2025-06-06,1,12.99,PayPal,Delivered
ORD-00660,CUST-00021,PROD-0047,2025-06-06,1,23.99,Credit Card,Delivered
ORD-00661,CUST-00416,PROD-0029,2025-06-06,4,13.49,Debit Card,Delivered
ORD-00662,CUST-00264,PROD-0048,2025-06-06,1,9.49,Credit Card,Delivered 
ORD-00663,CUST-00090,PROD-0013,2025-06-07,2,18.50,Debit Card,Delivered
ORD-00664,CUST-00354,PROD-0028,2025-06-07,2,9.99,Debit Card,Delivered
ORD-00665,CUST-00348,PROD-0040,2025-06-07,2,27.50,Debit Card,Refunded
ORD-00666,CUST-00010,PROD-0043,2025-06-07,3,34.99,Credit Card,Delivered
ORD-00667,CUST-00409,PROD-0046,2025-06-08,2,17.99,Apple Pay,Delivered
ORD-00668,CUST-00416,PROD-0046,2025-06-08,1,17.99,Debit Card,Returned
ORD-00669,CUST-00123,PROD-0026,2025-06-09,1,74.99,Credit Card,Delivered
ORD-00670,CUST-00357,PROD-0006,2025-06-09,4,14.99,Credit Card,Delivered
ORD-00671,CUST-00014,PROD-0032,2025-06-09,1,14.99,PayPal,Delivered
ORD-00672,CUST-00417,PROD-0041,2025-06-09,1,12.99,Credit Card,Delivered
ORD-00673,CUST-00208,PROD-0040,2025-06-09,1,27.50,PayPal,Delivered
ORD-00674,CUST-00382,PROD-0032,2025-06-09,1,14.99,Debit Card,Delivered
ORD-00675,CUST-00432,PROD-0040,2025-06-09,3,27.50,Credit Card,Returned
ORD-00676,CUST-00030,PROD-0002,2025-06-09,1,24.99,Apple Pay,Delivered
ORD-00677,CUST-00344,PROD-0049,2025-06-09,4,29.99,PayPal,Delivered
ORD-00678,CUST-00447,PROD-0006,2025-06-10,1,14.99,,Delivered
ORD-00679,CUST-00498,PROD-0026,2025-06-10,3,74.99,Apple Pay,Delivered
ORD-00680,CUST-00259,PROD-0029,2025-06-10,1,13.49,PayPal,Delivered
ORD-00681,CUST-00030,PROD-0046,2025-06-10,3,17.99,PayPal,Delivered
ORD-00682,CUST-00124,PROD-0026,2025-06-10,3,74.99,Debit Card,Delivered
ORD-00683,CUST-00087,PROD-0046,2025-06-10,2,17.99,Klarna,Delivered
ORD-00684,CUST-00328,PROD-0047,2025-06-11,2,23.99,Apple Pay,Refunded
ORD-00685,CUST-00425,PROD-0014,2025-06-11,1,179.00,Credit Card,Delivered
ORD-00686,CUST-00187,PROD-0048,2025-06-12,1,9.49,PAYPAL,Returned
ORD-00687,CUST-00078,PROD-0041,2025-06-12,1,12.99,Debit Card,Delivered
ORD-00688,CUST-00402,PROD-0047,2025-06-12,2,23.99,Debit Card,Delivered
ORD-00689,CUST-00401,PROD-0040,2025-06-12,1,27.50,Debit Card,Delivered
ORD-00690,CUST-00357,PROD-0023,2025-06-12,5,19.50,Debit Card,Delivered
ORD-00691,CUST-00379,PROD-0041,2025-06-13,5,12.99,Apple Pay,Delivered
ORD-00692,CUST-00496,PROD-0001,2025-06-13,1,59.99,PayPal,Delivered
ORD-00693,CUST-00401,PROD-0027,2025-06-13,2,99.00,Credit Card,Delivered
ORD-00694,CUST-00170,PROD-0016,2025-06-14,2,21.99,Debit Card,Delivered
ORD-00695,CUST-00356,PROD-0009,2025-06-14,2,32.50,Debit Card,Delivered
ORD-00696,CUST-00127,PROD-0017,2025-06-14,1,55.00,Debit Card,Delivered
ORD-00697,CUST-00197,PROD-0005,2025-06-14,1,129.00,Debit Card,Delivered
ORD-00698,CUST-00209,PROD-0013,2025-06-14,2,18.50,Credit Card,Delivered
ORD-00699,CUST-00214,PROD-0007,2025-06-14,2,89.99,Debit Card,Refunded
ORD-00700,CUST-00464,PROD-0046,2025-06-15,5,17.99,Debit Card,Delivered
ORD-00701,CUST-00472,PROD-0040,2025-06-15,1,27.50,PayPal,Delivered
ORD-00702,CUST-00187,PROD-0008,2025-06-15,5,94.99,PayPal,Delivered
ORD-00703,CUST-00160,PROD-0043,2025-06-16,1,34.99,Debit Card,Delivered
ORD-00704,CUST-00320,PROD-0002,2025-06-16,3,24.99,Debit Card,Delivered
ORD-00705,CUST-00305,PROD-0043,2025-06-16,3,34.99,Credit Card,Delivered
ORD-00706,CUST-00201,PROD-0020,2025-06-16,1,89.00,Credit Card,Delivered
ORD-00707,CUST-00122,PROD-0043,2025-06-16,1,34.99,PayPal,Delivered
ORD-00708,CUST-00425,PROD-0031,2025-06-16,3,8.99,Apple Pay,Delivered
ORD-00709,CUST-00390,PROD-0004,2025-06-16,1,44.99,Gift Card,Delivered
ORD-00710,CUST-00345,PROD-0008,2025-06-17,2,94.99,Credit Card,Delivered
ORD-00711,CUST-00265,PROD-0025,2025-06-17,1,17.99,Debit Card,Delivered
ORD-00712,CUST-00377,PROD-0016,2025-06-17,1,21.99,PayPal,Delivered
ORD-00713,CUST-00323,PROD-0042,2025-06-17,1,26.99,Klarna,Delivered
ORD-01939,CUST-00205,PROD-0009,2025-12-24,1,32.50,Klarna,Delivered
ORD-00714,CUST-00099,PROD-0017,2025-06-17,2,55.00,PayPal,Delivered
ORD-00715,CUST-00033,PROD-0040,2025-06-17,4,27.50,Klarna,Delivered
ORD-00716,CUST-00272,PROD-0026,2025-06-18,5,74.99,PayPal,Refunded
ORD-00717,CUST-00189,PROD-0043,2025-06-18,1,34.99,PayPal,Cancelled
ORD-00718,CUST-00096,PROD-0046,2025-06-18,1,17.99,PayPal,Delivered
ORD-00719,CUST-00285,PROD-0046,2025-06-18,4,17.99,Credit Card,Delivered
ORD-00720,CUST-00259,PROD-0043,2025-06-18,3,34.99,Debit Card,Delivered
ORD-00721,CUST-00148,PROD-0048,2025-06-18,5,9.49,Debit Card,Delivered
ORD-00722,CUST-00445,PROD-0001,19-06-2025,1,59.99,Credit Card,Delivered
ORD-00723,CUST-00032,PROD-0018,2025-06-19,1,79.99,Credit Card,Delivered
ORD-00724,CUST-00366,PROD-0043,2025-06-19,1,34.99,Credit Card,Delivered
ORD-00725,CUST-00028,PROD-0024,2025-06-20,3,19.99,Debit Card,Cancelled
ORD-00726,CUST-00074,PROD-0040,2025-06-20,1,27.50,Debit Card,Delivered
ORD-00727,CUST-00254,PROD-0011,2025-06-20,1,64.00,Credit Card,Delivered
ORD-00728,CUST-00170,PROD-0002,2025-06-21,2,24.99,PayPal,Delivered
ORD-00729,CUST-00286,PROD-0046,2025-06-21,3,17.99,Debit Card,Delivered
ORD-00730,CUST-00154,PROD-0043,2025-06-21,1,34.99,Credit Card,Delivered
ORD-00731,CUST-00103,PROD-0033,2025-06-21,2,24.00,Apple Pay,Delivered
ORD-00732,CUST-00160,PROD-0026,2025-06-21,3,74.99,Apple Pay,Delivered
ORD-00733,CUST-00187,PROD-0043,2025-06-21,1,34.99,Debit Card,Delivered
ORD-00734,CUST-00170,PROD-0006,2025-06-22,1,14.99,Credit Card,Cancelled
ORD-00735,CUST-00121,PROD-0023,2025-06-22,4,19.50,Credit Card,Delivered
ORD-00736,CUST-00106,PROD-0002,2025-06-22,1,24.99,Debit Card,Delivered
ORD-00737,CUST-00081,PROD-0046,2025-06-22,1,17.99,Klarna,Delivered
ORD-00738,CUST-00412,PROD-0012,2025-06-22,2,15.99,Credit Card,Delivered
ORD-00739,CUST-00483,PROD-0023,2025-06-22,1,19.50,Credit Card,Delivered
ORD-00740,CUST-00209,PROD-0008,2025-06-22,4,94.99,Debit Card,Delivered
ORD-00741,CUST-00034,PROD-0023,22-06-2025,1,19.50,Debit Card,Delivered
ORD-00742,CUST-00024,PROD-0021,2025-06-23,1,38.00,Klarna,Delivered
ORD-00743,CUST-00051,PROD-0040,2025-06-23,1,27.50,Debit Card,Delivered
ORD-00744,CUST-00483,PROD-0038,2025-06-23,3,34.99,Credit Card,Delivered
ORD-00745,CUST-00296,PROD-0047,2025-06-23,1,23.99,PayPal,Delivered
ORD-00746,CUST-00196,PROD-0024,2025-06-23,5,19.99,Gift Card,Returned
ORD-00747,CUST-00404,PROD-0046,2025-06-24,2,17.99,PayPal,Delivered
ORD-00748,CUST-00259,PROD-0028,2025-06-24,1,9.99,Credit Card,Delivered
ORD-00749,CUST-00426,PROD-0041,2025-06-24,1,12.99,Credit Card,Delivered
ORD-00750,CUST-00019,PROD-0044,2025-06-24,1,42.00,PayPal,Delivered
ORD-00751,CUST-00105,PROD-0009,2025-06-24,1,32.50,Credit Card,Cancelled
ORD-00752,CUST-00076,PROD-0050,2025-06-24,1,21.00,Debit Card,Delivered 
ORD-00753,CUST-00006,PROD-0029,2025-06-24,1,13.49,Credit Card,Delivered
ORD-00754,CUST-00497,PROD-0009,2025-06-24,3,32.50,Credit Card,Delivered
ORD-00755,CUST-00197,PROD-0009,2025-06-25,2,32.50,PayPal,Delivered
ORD-00756,CUST-00011,PROD-0017,2025-06-25,1,55.00,Debit Card,Delivered
ORD-00757,CUST-00193,PROD-0001,2025-06-25,1,59.99,PayPal,Refunded
ORD-00758,CUST-00300,PROD-0005,2025-06-25,1,129.00,PayPal,Delivered
ORD-00759,CUST-00484,PROD-0035,2025-06-25,1,18.99,Credit Card,Refunded
ORD-00760,CUST-00430,PROD-0005,2025-06-25,1,129.00,PayPal,Delivered
ORD-00761,CUST-00443,PROD-0021,2025-06-25,2,38.00,Credit Card,Delivered
ORD-00762,CUST-00331,PROD-0009,2025-06-25,1,32.50,Apple Pay,Delivered
ORD-00763,CUST-00138,PROD-0043,2035-06-25,3,34.99,Apple Pay,Delivered
ORD-00764,CUST-00422,PROD-0002,2025-06-26,1,24.99,Gift Card,Delivered
ORD-00765,CUST-00407,PROD-0005,2025-06-26,2,129.00,Apple Pay,Delivered
ORD-00766,CUST-00258,PROD-0002,2025-06-26,1,24.99,Credit Card,Delivered
ORD-00767,CUST-00092,PROD-0034,2025-06-26,3,29.99,PayPal,Delivered
ORD-00768,CUST-00250,PROD-0038,2025-06-27,500,34.99,Credit Card,Delivered
ORD-00769,CUST-00090,PROD-0017,27/06/2025,5,55.00,Apple Pay,Delivered
ORD-00770,CUST-00170,PROD-0025,2025-06-27,3,17.99,PayPal,Delivered
ORD-00771,CUST-00300,PROD-0006,2025-06-27,2,14.99,PayPal,Cancelled
ORD-00772,CUST-00209,PROD-0022,2025-06-28,3,12.99,Credit Card,Delivered
ORD-00773,CUST-00197,PROD-0016,2025-06-29,1,21.99,Debit Card,Delivered
ORD-00774,CUST-00492,PROD-0043,2025-06-29,1,34.99,Credit Card,Delivered
ORD-00775,CUST-00209,PROD-0001,2025-06-29,1,59.99,PayPal,Returned
ORD-00776,CUST-00445,PROD-0019,30-06-2025,1,24.00,Klarna,Delivered
ORD-00777,CUST-00161,PROD-0002,2025-06-30,2,24.99,Apple Pay,Refunded
ORD-00778,CUST-00194,PROD-0046,2025-06-30,1,17.99,Klarna,Delivered
ORD-00779,CUST-00382,PROD-0043,2025-06-30,1,34.99,PayPal,Delivered
ORD-00780,CUST-00241,PROD-0035,2025-06-30,1,18.99,Credit Card,Refunded
ORD-00781,CUST-00449,PROD-0046,2025-07-01,1,17.99,Debit Card,Delivered
ORD-00782,CUST-00412,PROD-0048,2025-07-01,2,9.49,Apple Pay,Delivered
ORD-00783,CUST-00196,PROD-0043,2025-07-01,3,34.99,PayPal,Delivered
ORD-00784,CUST-00182,PROD-0046,2025-07-01,2,17.99,Debit Card,Cancelled
ORD-00785,CUST-00330,PROD-0039,2025-07-01,1,7.49,PayPal,Delivered
ORD-00786,CUST-00032,PROD-0018,2025-07-02,1,79.99,Gift Card,Returned
ORD-00787,CUST-00074,PROD-0008,2025-07-02,1,94.99,Debit Card,Delivered
ORD-00788,CUST-00218,PROD-0001,2025-07-03,1,59.99,PayPal,Delivered
ORD-00789,CUST-00404,PROD-0008,2025-07-03,4,94.99,Apple Pay,Delivered
ORD-00790,CUST-00014,PROD-0031,2025-07-03,2,8.99,PayPal,Delivered
ORD-00791,CUST-00357,PROD-0046,2025-07-03,2,17.99,Debit Card,Delivered
ORD-00792,CUST-00157,PROD-0003,2025-07-03,1,39.99,PayPal,Delivered
ORD-00793,CUST-00179,PROD-0018,2025-07-03,1,79.99,Debit Card,Cancelled
ORD-00794,CUST-00106,PROD-0009,2025-07-04,1,32.50,PayPal,Delivered
ORD-00795,CUST-00445,PROD-0008,2025-07-04,1,94.99,Debit Card,Delivered
ORD-00796,CUST-00056,PROD-0033,2025-07-04,3,24.00,Debit Card,Delivered
ORD-00797,CUST-00483,PROD-0040,04/07/2025,1,27.50,Credit Card,Delivered
ORD-00798,CUST-00073,PROD-0046,2025-07-04,1,17.99,Debit Card,Refunded
ORD-01239,CUST-00207,PROD-0043,2025-09-28,1,34.99,Debit Card,Delivered 
ORD-00799,CUST-00285,PROD-0041,2025-07-04,5,12.99,Credit Card,Delivered
ORD-00800,CUST-00406,PROD-0046,2025-07-04,1,17.99,Credit Card,Delivered
ORD-00801,CUST-00154,PROD-0018,2025-07-04,2,79.99,Apple Pay,Delivered
ORD-00802,CUST-00472,PROD-0012,2025-07-05,1,15.99,Debit Card,Delivered
ORD-00803,CUST-00365,PROD-0025,2025-07-05,1,17.99,Klarna,Returned
ORD-00804,CUST-00481,PROD-0018,2025-07-05,1,79.99,Debit Card,Delivered
ORD-00805,CUST-00019,PROD-0029,2025-07-05,1,13.49,Credit Card,Delivered
ORD-00806,CUST-00443,PROD-0045,2025-07-05,1,13.99,PayPal,Cancelled
ORD-00807,CUST-00068,PROD-0026,2025-07-06,4,74.99,PayPal,Delivered
ORD-00808,CUST-00219,PROD-0026,2025-07-06,1,74.99,Apple Pay,Delivered
ORD-00809,CUST-00267,PROD-0021,2025-07-06,1,38.00,Debit Card,Delivered
ORD-00810,CUST-00404,PROD-0041,2025-07-06,2,12.99,PayPal,Refunded
ORD-00811,CUST-00170,PROD-0040,2025-07-06,1,27.50,Debit Card,Delivered
ORD-00812,CUST-00115,PROD-0049,2025-07-06,5,29.99,Debit Card,Delivered
ORD-00813,CUST-00415,PROD-0009,2025-07-06,1,32.50,PayPal,Delivered
ORD-00814,CUST-00007,PROD-0029,2025-07-07,1,13.49,Debit Card,Delivered
ORD-00815,CUST-00023,PROD-0014,2025-07-07,1,179.00,Debit Card,Delivered
ORD-00816,CUST-00404,PROD-0025,2025-07-07,3,17.99,Debit Card,Delivered
ORD-00817,CUST-00001,PROD-0039,2025-07-07,1,7.49,DEBIT CARD,Delivered
ORD-00818,CUST-00416,PROD-0014,2025-07-07,2,179.00,PayPal,Delivered
ORD-00819,CUST-00328,PROD-0049,2025-07-08,2,29.99,Debit Card,Delivered
ORD-00820,CUST-00227,PROD-0048,2025-07-08,1,9.49,Credit Card,Returned
ORD-00821,CUST-00251,PROD-0001,2025-07-08,2,59.99,PayPal,Delivered
ORD-00822,CUST-00961,PROD-0026,2025-07-08,4,74.99,PayPal,Delivered
ORD-00823,CUST-00451,PROD-0040,2025-07-09,1,27.50,Credit Card,Delivered
ORD-00824,CUST-00078,PROD-0035,2025-07-09,1,18.99,PayPal,Delivered
ORD-00825,CUST-00129,PROD-0043,2025-07-09,2,34.99,PayPal,Delivered
ORD-00826,CUST-00031,PROD-0016,2025-07-09,2,21.99,PayPal,Delivered
ORD-00827,CUST-00383,PROD-0040,2025-07-10,1,27.50,Debit Card,Delivered
ORD-00828,CUST-00031,PROD-0041,2025-07-10,1,12.99,Credit Card,Delivered
ORD-00829,CUST-00367,PROD-0041,2025-07-10,2,12.99,Credit Card,Delivered
ORD-00830,CUST-00385,PROD-0026,2025-07-10,2,74.99,Debit Card,Delivered
ORD-00831,CUST-00916,PROD-0023,2025-07-10,1,19.50,Debit Card,Delivered
ORD-00832,CUST-00404,PROD-0048,2025-07-11,1,9.49,Debit Card,Delivered
ORD-00833,CUST-00124,PROD-0046,2025-07-11,2,17.99,Credit Card,Delivered
ORD-00834,CUST-00279,PROD-0020,2025-07-11,1,89.00,PayPal,Delivered
ORD-00835,CUST-00429,PROD-0048,2025-07-11,2,9.49,Debit Card,Delivered
ORD-00836,CUST-00066,PROD-0041,2025-07-11,1,12.99,Debit Card,Returned
ORD-00837,CUST-00250,PROD-0024,2025-07-11,1,19.99,Credit Card,Delivered
ORD-00838,CUST-00030,PROD-0041,2025-07-11,2,12.99,Credit Card,Delivered
ORD-00839,CUST-00375,PROD-0012,2025-07-11,2,15.99,Debit Card,Returned
ORD-00840,CUST-00436,PROD-0048,2025-07-12,3,9.49,Credit Card,Delivered
ORD-00841,CUST-00051,PROD-0003,2025-07-12,3,39.99,Debit Card,Delivered
ORD-00842,CUST-00483,PROD-0017,2025-07-12,1,55.00,Credit Card,Delivered
ORD-00843,CUST-00423,PROD-0040,2025-07-12,1,27.50,PayPal,Delivered
ORD-00844,CUST-00033,PROD-0046,2025-07-12,2,17.99,Credit Card,Cancelled
ORD-00845,CUST-00234,PROD-0044,2025-07-12,1,42.00,Credit Card,Delivered
ORD-00846,CUST-00234,PROD-0026,2025-07-12,2,74.99,Debit Card,Delivered
ORD-00847,CUST-00209,PROD-0020,2025-07-12,3,89.00,Debit Card,Delivered
ORD-00848,CUST-00022,PROD-0026,2025-07-12,3,74.99,PayPal,Delivered
ORD-00849,CUST-00304,PROD-0008,2025-07-13,1,94.99,PayPal,Delivered
ORD-00850,CUST-00449,PROD-0027,2025-07-13,2,99.00,Apple Pay,Delivered
ORD-00851,CUST-00048,PROD-0005,2025-07-13,5,129.00,Credit Card,Delivered
ORD-00852,CUST-00483,PROD-0003,2025-07-13,1,39.99,Apple Pay,Refunded
ORD-00853,CUST-00221,PROD-0026,2025-07-13,1,74.99,Credit Card,Delivered
ORD-00854,CUST-00431,PROD-0042,2025-07-13,1,26.99,Apple Pay,Delivered
ORD-00675,CUST-00432,PROD-0040,2025-06-09,3,27.50,Credit Card,Returned
ORD-00855,CUST-00323,PROD-0001,2025-07-14,2,59.99,Gift Card,Delivered
ORD-00856,CUST-00300,PROD-0041,2025-07-14,1,12.99,Credit Card,Refunded
ORD-00857,CUST-00029,PROD-0010,2025-07-15,1,22.99,Debit Card,Delivered
ORD-00858,CUST-00078,PROD-0023,2025-07-15,1,19.50,Debit Card,Delivered
ORD-00859,CUST-00133,PROD-0041,2025-07-15,1,12.99,Credit Card,Delivered
ORD-00860,CUST-00352,PROD-0027,2025-07-15,1,99.00,Credit Card,Delivered
ORD-00861,CUST-00115,PROD-0020,2025-07-15,1,89.00,PayPal,Returned
ORD-00862,CUST-00138,PROD-0017,2025-07-15,1,55.00,Credit Card,Delivered
ORD-00863,CUST-00404,PROD-0022,2025-07-16,1,12.99,PayPal,Delivered
ORD-00864,CUST-00368,PROD-0022,2025-07-16,1,12.99,Credit Card,Refunded
ORD-00865,CUST-00372,PROD-0043,2025-07-16,3,34.99,Credit Card,Delivered
ORD-00866,CUST-00065,PROD-0026,2025-07-16,1,74.99,Credit Card,Delivered
ORD-00867,CUST-00462,PROD-0041,2025-07-16,4,12.99,PayPal,Delivered
ORD-00868,CUST-00393,PROD-0048,2025-07-16,2,9.49,Credit Card,Delivered
ORD-00869,CUST-00377,PROD-0046,2025-07-16,5,17.99,Credit Card,Delivered
ORD-00870,CUST-00372,PROD-0026,2025-07-17,1,74.99,Debit Card,Delivered
ORD-00871,CUST-00258,PROD-0007,2025-07-17,1,89.99,,Delivered
ORD-00872,CUST-00478,PROD-0037,2025-07-17,1,16.99,Apple Pay,Delivered
ORD-00873,CUST-00190,PROD-0036,2025-07-17,1,11.50,Credit Card,Delivered
ORD-00874,CUST-00443,PROD-0029,2025-07-17,1,13.49,Credit Card,Delivered
ORD-00875,CUST-00137,PROD-0003,2025-07-18,1,39.99,Credit Card,Delivered
ORD-00876,CUST-00253,PROD-0032,19/07/2025,2,14.99,Apple Pay,Refunded
ORD-00877,CUST-00014,PROD-0045,2025-07-19,2,13.99,PayPal,Delivered
ORD-00878,CUST-00127,PROD-0013,2025-07-19,1,18.50,Klarna,Delivered
ORD-00879,CUST-00421,PROD-0030,2025-07-19,1,27.99,Credit Card,Delivered
ORD-00880,CUST-00497,PROD-0003,2025-07-19,1,39.99,Credit Card,Delivered
ORD-00881,CUST-00023,PROD-0016,2025-07-19,1,21.99,Credit Card,Delivered
ORD-00882,CUST-00465,PROD-0050,2025-07-19,1,21.00,PayPal,Delivered
ORD-00883,CUST-00077,PROD-0050,2025-07-20,1,21.00,Debit Card,Delivered
ORD-00884,CUST-00391,PROD-0026,2025-07-20,1,74.99,Debit Card,Delivered
ORD-00885,CUST-00050,PROD-0005,2025-07-20,1,129.00,Credit Card,Delivered
ORD-00886,CUST-00421,PROD-0001,2025-07-20,1,59.99,PayPal,Delivered
ORD-00887,CUST-00149,PROD-0001,2025-07-20,1,59.99,Credit Card,Delivered
ORD-00888,CUST-00102,PROD-0046,2025-07-20,2,17.99,PayPal,Delivered
ORD-00889,CUST-00138,PROD-0046,2025-07-21,1,17.99,Gift Card,Delivered
ORD-00890,CUST-00431,PROD-0050,2025-07-21,2,21.00,Credit Card,Delivered
ORD-00891,CUST-00429,PROD-0025,2025-07-22,1,17.99,Debit Card,Delivered
ORD-00892,CUST-00284,PROD-0041,2025-07-22,1,12.99,Apple Pay,Refunded
ORD-00893,CUST-00284,PROD-0023,22-07-2025,1,19.50,Debit Card,Delivered
ORD-00894,CUST-00440,PROD-0006,2025-07-23,1,14.99,PayPal,Refunded
ORD-00895,CUST-00273,PROD-0048,2025-07-23,2,9.49,Debit Card,Delivered
ORD-00896,CUST-00496,PROD-0005,2025-07-23,,129.00,Debit Card,Delivered
ORD-00897,CUST-00498,PROD-0038,2025-07-23,4,34.99,Debit Card,Delivered
ORD-00898,CUST-00135,PROD-0049,2025-07-23,1,29.99,Debit Card,Delivered
ORD-00899,CUST-00402,PROD-0038,2025-07-23,2,34.99,Credit Card,Delivered
ORD-00900,CUST-00472,PROD-0026,2025-07-24,250,74.99,Debit Card,Delivered
ORD-00901,CUST-00064,PROD-0009,2025-07-24,1,32.50,Apple Pay,Delivered
ORD-00902,CUST-00268,PROD-0017,2025-07-24,1,55.00,Credit Card,Delivered
ORD-00903,CUST-00317,PROD-0027,2025-07-24,1,99.00,PayPal,Delivered
ORD-00904,CUST-00284,PROD-0028,2025-07-24,3,9.99,Apple Pay,Delivered
ORD-00905,CUST-00493,PROD-0026,2025-07-24,1,74.99,Debit Card,Delivered
ORD-00906,CUST-00241,PROD-0046,2025-07-25,1,17.99,PayPal,Delivered
ORD-00907,CUST-00083,PROD-0024,2025-07-25,1,19.99,Credit Card,Delivered
ORD-00908,CUST-00336,PROD-0047,25-07-2025,4,23.99,Credit Card,Delivered
ORD-00909,CUST-00437,PROD-0041,2025-07-25,2,12.99,Debit Card,Cancelled
ORD-00910,CUST-00247,PROD-0023,2025-07-26,2,19.50,Credit Card,Delivered
ORD-00911,CUST-00129,PROD-0033,2025-07-26,3,24.00,Credit Card,Delivered
ORD-00912,CUST-00209,PROD-0005,2025-07-27,2,129.00,Debit Card,Cancelled
ORD-00913,CUST-00328,PROD-0018,2025-07-27,4,79.99,PayPal,Delivered
ORD-00914,CUST-00385,PROD-0009,2025-07-27,1,32.50,Credit Card,Returned
ORD-00915,CUST-00158,PROD-0016,2025-07-27,5,21.99,Debit Card,Delivered
ORD-00916,CUST-00317,PROD-0041,2025-07-28,1,12.99,Credit Card,Delivered
ORD-00917,CUST-00184,PROD-0018,28/07/2025,5,79.99,Credit Card,Delivered
ORD-00918,CUST-00052,PROD-0009,2025-07-28,1,32.50,Debit Card,Cancelled
